candidate_id,state_name,constituency_number,candidate_name_eci,sitting_mla,adr_party,eci_party,education,age,assets_number,liabilities_number,assets_minus_liabilities,criminal_cases,gender
2540,Uttar Pradesh,101,SALIKRAM,,CPI(M),Communist Party of India (Marxist),12th Pass,64,924215,0,924215,0,M
2541,Uttar Pradesh,101,VIRENDRA SINGH SOLANKI,,SP,Samajwadi Party,Post Graduate,67,20380000,0,20380000,0,M
5106,Uttar Pradesh,186,AMEETA SINH,,INC,Indian National Congress,Doctorate,54,367731633,3207818,364523815,0,F
5107,Uttar Pradesh,186,BABU LAL,,Lok Dal,Lok Dal,8th Pass,48,1820000,0,1820000,0,M
5108,Uttar Pradesh,186,BHAGWANDEEN,,IND,Independent,5th Pass,49,172000,0,172000,0,M
5109,Uttar Pradesh,186,GANESH KUMAR,,Bahujan Mukti Party,Bahujan Mukti Party,Graduate,40,4436866,20000,4416866,0,M
5110,Uttar Pradesh,186,GARIMA SINGH,,BJP,Bharatiya Janata Party,12th Pass,61,242137763,13278,242124485,0,F
5111,Uttar Pradesh,186,GAYTRI PRASAD,,SP,Samajwadi Party,Graduate,49,100251101,23129881,77121220,0,M
5112,Uttar Pradesh,186,HARI OM,,IND,Independent,12th Pass,43,8386000,1500000,6886000,0,M
5113,Uttar Pradesh,186,KAILASH YADAV,,IND,Independent,Graduate Professional,38,1600000,0,1600000,0,M
5114,Uttar Pradesh,186,KAMLESH,,IND,Independent,5th Pass,38,1586000,0,1586000,0,F
5115,Uttar Pradesh,186,KESH KUMARI,,IND,Independent,10th Pass,34,2765000,0,2765000,0,F
5116,Uttar Pradesh,186,KIRAN,,IND,Independent,Post Graduate,38,6159000,250000,5909000,0,F
5117,Uttar Pradesh,186,KIRAN DEVI,,Bhartiya Krishak Dal,Bhartiya Krishak Dal,5th Pass,30,1089700,0,1089700,0,F
5118,Uttar Pradesh,186,MATHURA,,IND,Independent,12th Pass,46,781627,0,781627,0,M
5119,Uttar Pradesh,186,NATHU RAM,,Janvadi Party(Socialist),Janvadi Party(Socialist),12th Pass,59,26365000,0,26365000,0,M
5120,Uttar Pradesh,186,RAJENDRA PRASAD,,IND,Independent,Literate,51,1219000,0,1219000,0,M
5121,Uttar Pradesh,186,RAJESH PRAJAPATI,,Jan Adhikar Party,Jan Adhikar Party,Graduate Professional,33,170000,0,170000,0,M
5122,Uttar Pradesh,186,RAM JI,,BSP,Bahujan Samaj Party,12th Pass,31,26976553,936094,26040459,0,M
5123,Uttar Pradesh,186,RAMBARAN,,IND,Independent,Literate,42,241000,0,241000,0,M
5124,Uttar Pradesh,186,RAMKUMAR,,IND,Independent,10th Pass,38,1925000,0,1925000,0,M
5125,Uttar Pradesh,186,REETA CHAUHAN,,Bharat Nyay Dal,Bharat Nyay Dal,Literate,31,4076800,0,4076800,0,F
5126,Uttar Pradesh,186,SANTOSH KUMAR MISHRA,,Rashtriya Janshanti Party,Rashtriya Janshanti Party,Not Given,45,1846500,0,1846500,0,M
5127,Uttar Pradesh,186,SHAILENDRA KUMAR SINGH,,IND,Independent,Post Graduate,32,3023514,0,3023514,0,M
5128,Uttar Pradesh,186,SHIV NARAYAN,,IND,Independent,Graduate,37,102000,0,102000,0,M
5129,Uttar Pradesh,186,VED PRAKASH,,IND,Independent,Post Graduate,62,7585000,0,7585000,0,M
3388,Uttar Pradesh,193,ARUN KUMAR MISHRA,,BSP,Bahujan Samaj Party,Graduate,49,24439807,1568835,22870972,0,M
3389,Uttar Pradesh,193,ASIF MIRZA,,Poorna Swaraj Manch,Poorna Swaraj Manch,Graduate,31,675585,0,675585,5,M
3390,Uttar Pradesh,193,BANKELAL,,IND,Independent,Literate,61,225000,0,225000,0,M
3391,Uttar Pradesh,193,BRIJENDRA SINGH,,RLD,Rashtriya Lok Dal,10th Pass,55,10215000,900000,9315000,0,M
3392,Uttar Pradesh,193,NARENDRA SINGH YADAV,Y,SP,Samajwadi Party,Post Graduate,67,68236987,0,68236987,0,M
3393,Uttar Pradesh,193,PRADEEP KUMAR,,Lok Dal,Lok Dal,Graduate,,16718977,0,16718977,0,M
3394,Uttar Pradesh,193,PUNEET KUMAR,,IND,Independent,12th Pass,34,331356,0,331356,0,M
3395,Uttar Pradesh,193,RAGHUVEER SINGH GANGWAR,,Akhil Bharat Hindu Mahasabha,Akhil Bharat Hindu Mahasabha,12th Pass,61,1358702,0,1358702,0,M
3396,Uttar Pradesh,193,RAJEEV,,IND,Independent,Graduate,38,6682200,0,6682200,1,M
3397,Uttar Pradesh,193,SANJAY SOMBANSHI,,Jan Adhikar Manch,Jan Adhikar Manch,10th Pass,41,3072000,0,3072000,0,M
3398,Uttar Pradesh,193,SHISHU PRATAP SINGH,,IND,Independent,Post Graduate,31,11029461,2930148,8099313,0,M
3399,Uttar Pradesh,193,SUSHIL KUMAR SHAKYA,,BJP,Bharatiya Janata Party,12th Pass,67,16967945,800000,16167945,0,M
3400,Uttar Pradesh,193,UMESH KUMAR,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,12th Pass,42,2572000,0,2572000,0,M
1854,Uttar Pradesh,41,BHOLEY,,IND,Independent,8th Pass,34,1106500,0,1106500,0,M
1855,Uttar Pradesh,41,DHARMVEER SINGH SAINI,,IND,Independent,Post Graduate,33,195714,46700,149014,0,M
1856,Uttar Pradesh,41,DR. KUNWAR SAIN SAINI,,BJP,Bharatiya Janata Party,Graduate Professional,53,61731200,2699711,59031489,0,M
1857,Uttar Pradesh,41,KHUSHREED AHMAD,,IND,Independent,10th Pass,35,7689430,0,7689430,0,M
1858,Uttar Pradesh,41,MEHBOOB ALI,Y,SP,Samajwadi Party,12th Pass,64,48478248,0,48478248,3,M
1859,Uttar Pradesh,41,MOHD HASEEN,,IND,Independent,Post Graduate,34,5974758,0,5974758,0,M
1860,Uttar Pradesh,41,MOHD RIZWAN,,Peace Party,Peace Party,Literate,32,3470000,0,3470000,0,M
1861,Uttar Pradesh,41,MOHD SHOEB,,Rashtriya Kisan Majdoor Party,Rashtriya Kisan Majdoor Party,12th Pass,46,1019000,0,1019000,1,M
1862,Uttar Pradesh,41,NAUSHAD ALI,,BSP,Bahujan Samaj Party,Graduate Professional,37,10889576,0,10889576,1,M
1863,Uttar Pradesh,41,SALEEM KHAN,,RLD,Rashtriya Lok Dal,Graduate Professional,49,57996910,683865,57313045,0,M
1864,Uttar Pradesh,41,SHAMEEM AHMAD,,All India Majlis-E-Ittehadul Muslimeen,All India Majlis-E-Ittehadul Muslimeen,Post Graduate,56,"1,33,13,034",500000,12813034,0,M
1865,Uttar Pradesh,41,SHASHI,,IND,Independent,Literate,44,690800,0,690800,0,F
1866,Uttar Pradesh,41,YASIR ABDULLA,,IND,Independent,Post Graduate,31,140000,0,140000,1,M
2129,Uttar Pradesh,67,ARCHANA SINGH,,IND,Independent,Not Given,49,347000,0,347000,0,F
2130,Uttar Pradesh,67,GAJENDRA SINGH,Y,BSP,Bahujan Samaj Party,Literate,42,89240299,0,89240299,0,M
2131,Uttar Pradesh,67,HARENDRA SINGH,,IND,Independent,12th Pass,25,4605308,0,4605308,0,M
2132,Uttar Pradesh,67,HOSHIYAR SINGH,,RLD,Rashtriya Lok Dal,12th Pass,71,11600952,674018,10926934,1,M
2133,Uttar Pradesh,67,JAGMAL,,Lok Dal,Lok Dal,12th Pass,59,132142000,20000000,112142000,0,M
2134,Uttar Pradesh,67,NEPAL SINGH,,Rashtriya Kranti Party,Rashtriya Kranti Party,Literate,67,1102700,70000,1032700,0,M
5867,Uttar Pradesh,67,PARMESH VASHISHTHA,,Rashtriya Kisan Majdoor Party,Rashtriya Kisan Majdoor Party,,,,,,,M
2135,Uttar Pradesh,67,SANJAY,,BJP,Bharatiya Janata Party,Graduate Professional,46,25174226,6104523,19069703,0,M
2136,Uttar Pradesh,67,SANJAY SHARMA,,IND,Independent,Literate,38,103000,0,103000,0,M
2137,Uttar Pradesh,67,SYED HIMAYAT ALI,,SP,Samajwadi Party,10th Pass,52,"8,65,98,107",852956,85745151,0,M
2138,Uttar Pradesh,67,B. K. SINGH,,IND,Independent,Post Graduate,65,8717000,0,8717000,3,M
2801,Uttar Pradesh,126,AGAM KUMAR MAURYA,,BSP,Bahujan Samaj Party,Graduate Professional,30,9315009,470541,8844468,0,M
2802,Uttar Pradesh,126,DHARAM PAL SINGH,Y,BJP,Bharatiya Janata Party,Post Graduate,64,13764085,2000000,11764085,1,M
2803,Uttar Pradesh,126,HARIOM SINGH,,IND,Independent,Post Graduate,29,160500,0,160500,0,M
2804,Uttar Pradesh,126,PRADEEP SAXENA,,Jan Jan Party,Jan Jan Party,Post Graduate,43,49630300,6955000,42675300,0,M
2805,Uttar Pradesh,126,RAJ PAL,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,8th Pass,51,103500,110000,-6500,0,M
2806,Uttar Pradesh,126,RAKHI RANI,,IND,Independent,Not Given,,0,0,0,0,F
2807,Uttar Pradesh,126,SIDHRAJ SINGH,,SP,Samajwadi Party,Post Graduate,37,19652460,911542,18740918,0,M
3646,Uttar Pradesh,214,A HASIV,,BSP,Bahujan Samaj Party,12th Pass,56,39424827,5846335,33578492,0,M
3647,Uttar Pradesh,214,AMITABH BAJPAI,,SP,Samajwadi Party,Post Graduate,43,26090438,4994119,21096319,0,M
3648,Uttar Pradesh,214,CHAMAN KUMAR,,IND,Independent,8th Pass,35,166000,0,166000,0,M
3649,Uttar Pradesh,214,KISHAN LAL,,Bahujan Mukti Party,Bahujan Mukti Party,8th Pass,56,598939,0,598939,0,M
3650,Uttar Pradesh,214,PRAMOD KUMAR JAISWAL,,INC,Indian National Congress,Graduate,65,244691559,0,244691559,0,M
3651,Uttar Pradesh,214,RABIULLAH,,All India Majlis-E-Ittehadul Muslimeen,All India Majlis-E-Ittehadul Muslimeen,Literate,62,1655950,0,1655950,0,M
3652,Uttar Pradesh,214,SALIL VISHNOI,Y,BJP,Bharatiya Janata Party,Graduate Professional,61,32382770,4287390,28095380,0,M
3653,Uttar Pradesh,214,SUNDER KASHYAP,,IND,Independent,8th Pass,39,7598293,0,7598293,0,M
3654,Uttar Pradesh,214,TRILOKI NATH,,IND,Independent,12th Pass,49,7470759,0,7470759,0,M
1782,Uttar Pradesh,32,AJAY KUMAR,,IND,Independent,Not Given,45,"1,70,55,000",0,17055000,0,M
1783,Uttar Pradesh,32,AQEELURREHMAN KHAN,,BSP,Bahujan Samaj Party,Post Graduate,55,32889119,1922216,30966903,0,M
1784,Uttar Pradesh,32,ASHARAF,,Kisan Shakti Jantantrik Party,KIsan Shakti Jantantrik Party,12th Pass,26,2820000,0,2820000,0,M
1785,Uttar Pradesh,32,DHIRENDRA YADAV,,RLD,Rashtriya Lok Dal,Graduate Professional,65,27558000,0,27558000,0,M
1786,Uttar Pradesh,32,ZAKIR KHAN,,IND,Independent,Graduate,,"2,12,38,287",200000,21038287,0,M
1787,Uttar Pradesh,32,ZAKIR HUSAIN,,IND,Independent,Graduate,54,8424000,150000,8274000,0,M
1788,Uttar Pradesh,32,MAHARAM SINGH,,IND,Independent,12th Pass,62,3792000,423000,3369000,0,M
1789,Uttar Pradesh,32,NARENDRA SINGH,,BJP,Bharatiya Janata Party,12th Pass,65,19079562,1300000,17779562,2,M
1790,Uttar Pradesh,32,PAPPU,,IND,Independent,Literate,34,330000,0,330000,0,M
1791,Uttar Pradesh,32,PINKI YADAV,Y,SP,Samajwadi Party,Graduate Professional,35,25475000,200000,25275000,0,F
1792,Uttar Pradesh,32,RAMSARAN,,Sarv Sambhaav Party,Sarv Sambhaav Party,Graduate Professional,43,3841714,46896,3794818,1,M
2187,Uttar Pradesh,73,ABID ALI,,IND,Independent,8th Pass,52,1852000,0,1852000,0,M
2188,Uttar Pradesh,73,ANSHUL BHARDUAJ,,Rashtriya Sawarn Dal,Rashtriya Sawarn Dal,8th Pass,25,14000,48000,-34000,0,M
2189,Uttar Pradesh,73,AVDHESH KUMAR,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,12th Pass,36,374000,0,374000,0,M
2190,Uttar Pradesh,73,BHAGVAN DAS,,Swatantra Jantaraj Party,Swatantra Jantaraj Party,12th Pass,25,45000,0,45000,0,M
2191,Uttar Pradesh,73,DHARMENDRA KUMAR,,Rashtriya Kranti Party,Rashtriya Kranti Party,10th Pass,33,2558603,0,2558603,0,M
2192,Uttar Pradesh,73,DINESH KUMAR,,IND,Independent,Graduate Professional,44,"11,08,821",0,1108821,0,M
2193,Uttar Pradesh,73,ILIYAS CHAUDHARY,,BSP,Bahujan Samaj Party,5th Pass,51,54320000,0,54320000,1,M
2194,Uttar Pradesh,73,LAKHAN SINGH,,IND,Independent,10th Pass,36,333061,0,333061,0,M
2195,Uttar Pradesh,73,MANOJ KUMAR YADAV,,RLD,Rashtriya Lok Dal,Post Graduate,73,9593380,1502787,8090593,0,M
2196,Uttar Pradesh,73,NISHA RAJ,,Sarv Sambhaav Party,Sarv Sambhaav Party,8th Pass,31,11833064,0,11833064,0,F
2197,Uttar Pradesh,73,PREM SHRI YADAV,,Rashtriya Parivartan Dal,Rashtriya Parivartan Dal,10th Pass,46,3370000,0,3370000,0,F
2198,Uttar Pradesh,73,SANDEEP KUMAR SINGH,,BJP,Bharatiya Janata Party,Post Graduate,26,14293695,0,14293695,0,M
2199,Uttar Pradesh,73,SUBHASH CHANDRA PALI,,Sarva Samaj Kalyan Party,Sarva Samaj Kalyan Party,12th Pass,56,652000,0,652000,0,M
2200,Uttar Pradesh,73,VIRESH YADAV,Y,SP,Samajwadi Party,Graduate Professional,51,32877500,0,32877500,3,M
5893,Uttar Pradesh,343,AKHAND PRATAP SINGH,,BSP,Bahujan Samaj Party,12th Pass,41,9191600,250000,8941600,14,M
5891,Uttar Pradesh,343,ANANT PRASAD,,Bahujan Mukti Party,Bahujan Mukti Party,Post Graduate,43,747000,0,747000,0,M
5889,Uttar Pradesh,343,DR.SANGRAM YADAV,,SP,Samajwadi Party,Doctorate,46,16000521,0,16000521,2,M
5888,Uttar Pradesh,343,HARISHCHAND,,RLD,Rashtriya Lok Dal,Graduate,36,4512000,0,4512000,0,M
5885,Uttar Pradesh,343,KANHAIYA LAL NISHAD,,BJP,Bharatiya Janata Party,Literate,49,27679700,1500247,26179453,0,M
5886,Uttar Pradesh,343,LAUTAN,,Bharatiya Subhash Sena,Bharatiya Subhash Sena,12th Pass,52,2600000,0,2600000,0,M
5884,Uttar Pradesh,343,LAXMI PRASAD,,IND,Independent,Literate,51,2009000,0,2009000,0,M
5892,Uttar Pradesh,343,RAMKRIPAL,,Federal Democratic Party,Federal Democratic Party,Graduate,31,747000,0,747000,0,M
5895,Uttar Pradesh,343,SHRAVAN,,Rashtriya mahan Gantantra Party,Rashtriya mahan Gantantra Party,10th Pass,38,4828000,0,4828000,0,M
5894,Uttar Pradesh,343,TRILOKI NATH,,CPI,Communist Party of India,Not Given,60,50000,0,50000,0,M
5890,Uttar Pradesh,343,VIDESHI,,IND,Independent,Literate,77,610900,0,610900,0,M
5887,Uttar Pradesh,343,YADUNATH,,Asankhya Samaj Party,Asankhya Samaj Party,Literate,39,3396000,0,3396000,0,M
6630,Uttar Pradesh,394,BAIJNATH GAUTAM,,BSP,Bahujan Samaj Party,Graduate,48,3227861,0,3227861,2,M
6631,Uttar Pradesh,394,DINANATH BHASKAR,,BJP,Bharatiya Janata Party,Post Graduate,53,66891470,7950000,58941470,0,M
6632,Uttar Pradesh,394,GULAB BANVASI,,Pragatisheel Manav Samaj Party,Pragatisheel Manav Samaj Party,Post Graduate,42,301000,0,301000,0,M
6633,Uttar Pradesh,394,GYANENDRA DHRUW (DHURWE JI),,Gondvana Gantantra Party,Gondvana Gantantra Party,Post Graduate,27,1050000,0,1050000,0,M
6634,Uttar Pradesh,394,MADHUBALA PASI,,SP,Samajwadi Party,Graduate,47,32114698,2042975,30071723,3,F
6635,Uttar Pradesh,394,RADHESHYAM INSAN,,Bhartiya Republican Party (Insan),Bhartiya Republican Party (Insan),8th Pass,62,1451000,0,1451000,0,M
6636,Uttar Pradesh,394,RANJU RATNA SAROJ,,Lok Dal,Lok Dal,Post Graduate,34,2891164,7744,2883420,0,F
6637,Uttar Pradesh,394,SUMAN DEVI,,Uttar Pradesh Republican Party,Uttar Pradesh Republican Party,8th Pass,32,387171,0,387171,0,F
6638,Uttar Pradesh,394,SURESH KUMAR PASI,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,12th Pass,25,870126,0,870126,2,M
6639,Uttar Pradesh,394,VIJAY SINGH PAL,,Rashtriya Samaj Paksha,Rashtriya Samaj Paksha,12th Pass,27,390500,0,390500,0,M
3542,Uttar Pradesh,204,ALOK KUMAR,,Jan Adhikar Manch,Jan Adhikar Manch,Graduate Professional,46,1522565,0,1522565,0,M
3543,Uttar Pradesh,204,BHIMRAO AMBEDKAR,,BSP,Bahujan Samaj Party,Graduate Professional,52,4161850,0,4161850,0,M
3544,Uttar Pradesh,204,KAMLA DEVI,,Bahujan Mukti Party,Bahujan Mukti Party,5th Pass,51,3275000,0,3275000,0,F
3545,Uttar Pradesh,204,KANTI,,Nirbal Indian Shoshit Hamara Aam Dal,Nirbal Indian Shoshit Hamara Aam Dal,10th Pass,62,95000,0,95000,0,F
3546,Uttar Pradesh,204,LAKSHMI DEVI,,IND,Independent,Post Graduate,48,49929162,0,49929162,0,F
3547,Uttar Pradesh,204,MADAN SINGH GAUTAM ALIAS SANTOSH,Y,SP,Samajwadi Party,Graduate,50,12774196,1656258,11117938,0,M
3548,Uttar Pradesh,204,MAN SINGH,,Peace Party,Peace Party,Post Graduate,55,31047000,0,31047000,0,M
3549,Uttar Pradesh,204,RAMESH CHANDRA,,BJP,Bharatiya Janata Party,Post Graduate,53,50699000,0,50699000,0,M
3550,Uttar Pradesh,204,SANJEEV KUMAR VERMA,,Lok Dal,Lok Dal,Post Graduate,33,897560,0,897560,0,M
3551,Uttar Pradesh,204,SARMAN SINGH SARDAR,,Voters Party International,Voters Party International,Literate,70,5117946,0,5117946,0,M
4463,Uttar Pradesh,241,ABBAS MEHNDI,,Peace Party,Peace Party,12th Pass,46,503000,0,503000,0,M
4464,Uttar Pradesh,241,AYODHYA PRASAD,,SP,Samajwadi Party,12th Pass,61,33616337,9557847,24058490,2,M
4465,Uttar Pradesh,241,B.L.RAI,,IND,Independent,Graduate,50,378000,0,378000,0,M
4466,Uttar Pradesh,241,BHOLA NATH,,IND,Independent,8th Pass,59,932000,0,932000,2,M
4467,Uttar Pradesh,241,CHHOTELAL,,Pragatisheel Manav Samaj Party,Pragatisheel Manav Samaj Party,12th Pass,47,1417229,0,1417229,0,M
4468,Uttar Pradesh,241,DEV KUMAR,,RLD,Rashtriya Lok Dal,12th Pass,40,2988933,0,2988933,1,M
4469,Uttar Pradesh,241,HEMLATA,,IND,Independent,10th Pass,42,3394042,755222,2638820,1,F
4470,Uttar Pradesh,241,HORALAL,,Bharat Kranti Rakshak Party,Bharat Kranti Rakshak Party,10th Pass,40,85500,0,85500,0,M
4471,Uttar Pradesh,241,KRISHNA PAL,,IND,Independent,Illiterate,56,273597,0,273597,0,M
4472,Uttar Pradesh,241,KRISHNA PAL AWASTHI,,IND,Independent,12th Pass,64,10575000,550000,10025000,0,M
4473,Uttar Pradesh,241,RAJ KUMAR,,IND,Independent,Illiterate,62,993214,0,993214,0,M
4474,Uttar Pradesh,241,RAMBAHADUR,,BSP,Bahujan Samaj Party,Post Graduate,48,35985284,0,35985284,0,M
4475,Uttar Pradesh,241,RAMRAJ,,IND,Independent,12th Pass,31,155000,0,155000,0,M
4476,Uttar Pradesh,241,SUKHRAJ,,IND,Independent,8th Pass,48,15395000,3000000,12395000,0,M
4477,Uttar Pradesh,241,VIKAS GUPTA,,BJP,Bharatiya Janata Party,Post Graduate,40,163585233,22792574,140792659,0,M
5130,Uttar Pradesh,275,AKHILESH KUMAR ALIAS AKHILESH CHATURVEDI,,CPI(ML)(L),Communist Party of India (Marxist-Leninist) (Liberation),Graduate,41,387103,417991,-30888,1,M
5131,Uttar Pradesh,275,BANSHI LAL YADAV,,Bahujan Mukti Party,Bahujan Mukti Party,Post Graduate,41,6075615,1000235,5075380,3,M
5132,Uttar Pradesh,275,DEELIP CHAUDHARI,,Moulik Adhikar Party,Moulik Adhikar Party,Graduate,27,240997,0,240997,0,M
5133,Uttar Pradesh,275,DEVKI NANDAN MAURYA,,Jan Adhikar Party,Jan Adhikar Party,Post Graduate,30,240000,0,240000,0,M
5134,Uttar Pradesh,275,DHARMENDRA KUMAR UPPADHYAY,,RLD,Rashtriya Lok Dal,12th Pass,41,5085000,1325000,3760000,0,M
5135,Uttar Pradesh,275,MAHESH KUMAR NISHAD,,Janvadi Party(Socialist),Janvadi Party(Socialist),Post Graduate,42,2137000,200000,1937000,0,M
5136,Uttar Pradesh,275,MO. BAZMI SIDDEKE,,BSP,Bahujan Samaj Party,8th Pass,34,574504,0,574504,4,M
5137,Uttar Pradesh,275,PRADEEP KUMAR KORI,,RPI(A),Republican Party of India (A),Graduate,35,222243,0,222243,0,M
5138,Uttar Pradesh,275,RADHE SHYAM SHRIVASTAVA,,IND,Independent,Graduate,57,2207000,0,2207000,0,M
5139,Uttar Pradesh,275,DR. RIPUNJAY SINGH,,Adarshwaadi Congress Party,Adarshwaadi Congress Party,Doctorate,39,685115,0,685115,0,M
5140,Uttar Pradesh,275,SURYAKANT PANDEY,,CPI,Communist Party of India,10th Pass,54,2506150,0,2506150,0,M
5141,Uttar Pradesh,275,SUSHIL JAISWAL,,Adhikar Party,Adhikar Party,Graduate,45,34319086,12157119,22161967,3,M
5142,Uttar Pradesh,275,TEJ NARAYAN PANDEY ALIAS PAWAN PANDEY,,SP,Samajwadi Party,Post Graduate,36,1103750,2113122,-1009372,7,M
5143,Uttar Pradesh,275,VED PRAKASH GUPTA,,BJP,Bharatiya Janata Party,Graduate,69,52999053,2639000,50360053,0,M
5898,Uttar Pradesh,347,AKHILESH,,BJP,Bharatiya Janata Party,Graduate,40,55635290,5013851,50621439,1,M
5897,Uttar Pradesh,347,BHOLA,,Rashtrawadi Janwadi Manch,Rashtrawadi Janwadi Manch,Graduate,57,1250000,0,1250000,0,M
5896,Uttar Pradesh,347,BHUPENDRA,,BSP,Bahujan Samaj Party,Graduate Professional,44,10315000,1430974,8884026,21,M
5902,Uttar Pradesh,347,DURGA PRASAD,,SP,Samajwadi Party,Graduate Professional,64,179052962,8801620,170251342,0,M
5899,Uttar Pradesh,347,MANJAY,,Jan Adhikar Party,Jan Adhikar Party,Graduate,33,708700,0,708700,1,M
5901,Uttar Pradesh,347,PATIRAM,,RLD,Rashtriya Lok Dal,Post Graduate,62,2579414,500000,2079414,0,M
5900,Uttar Pradesh,347,PRIYANKA CHAUHAN,,Bahujan Mukti Party,Bahujan Mukti Party,Graduate Professional,26,720000,0,720000,0,F
4478,Uttar Pradesh,245,DAYA RAM,,BSP,Bahujan Samaj Party,Graduate,58,7452885,100000,7352885,0,M
4479,Uttar Pradesh,245,KUWAR BHARATI,,IND,Independent,Post Graduate,31,1463365,0,1463365,0,M
4480,Uttar Pradesh,245,PAWAN KUMAR,,BJP,Bharatiya Janata Party,Graduate Professional,34,5674000,4550,5669450,1,M
4481,Uttar Pradesh,245,RAM SARAN,,IND,Independent,10th Pass,64,1459543,0,1459543,0,M
4482,Uttar Pradesh,245,SANJAY KUMAR,,Bahujan Mukti Party,Bahujan Mukti Party,10th Pass,32,231000,0,231000,0,M
4483,Uttar Pradesh,245,SITARAM,,IND,Independent,Graduate Professional,39,1241172,0,1241172,0,M
4484,Uttar Pradesh,245,VINOD KUMAR,,IND,Independent,Post Graduate,38,23361077,0,23361077,2,M
4485,Uttar Pradesh,233,CHANDRAPAL KUSHWAHA,,BJP,Bharatiya Janata Party,Graduate,64,11632865,380000,11252865,0,M
4486,Uttar Pradesh,233,HASEEB ALI,,CPI,Communist Party of India,10th Pass,30,528900,40000,488900,0,M
4487,Uttar Pradesh,233,JAGROOP BHASKAR,,Ambedkar Samaj Party,Ambedkar Samaj Party,8th Pass,40,8363500,0,8363500,0,M
4488,Uttar Pradesh,233,KIRAN YADAV,,BSP,Bahujan Samaj Party,12th Pass,41,16547523,0,16547523,0,F
4489,Uttar Pradesh,233,RAJBAHADUR,,IND,Independent,Graduate Professional,49,6939634,0,6939634,0,M
4490,Uttar Pradesh,233,SHIV SHARAN,,Jan Adhikar Party,Jan Adhikar Party,Literate,41,2348500,0,2348500,0,M
4491,Uttar Pradesh,233,BISHAMBHAR SINGH,,SP,Samajwadi Party,Post Graduate,63,50159959,180000,49979959,3,M
4492,Uttar Pradesh,222,DHANI RAM,,IND,Independent,10th Pass,59,21500,0,21500,0,M
4493,Uttar Pradesh,222,HARIOM,,IND,Independent,Literate,35,7891328,231000,7660328,0,M
4494,Uttar Pradesh,222,KALICHARAN KUSHWAHA,,Jan Adhikar Manch,Jan Adhikar Manch,12th Pass,43,5645271,0,5645271,0,M
4495,Uttar Pradesh,222,KIRAN DEVI,,SHS,Shivsena,12th Pass,46,3731818,800000,2931818,0,F
4496,Uttar Pradesh,222,KRISHNA PAL SINGH RAJPOOT,,BSP,Bahujan Samaj Party,12th Pass,47,13860100,638000,13222100,0,M
4497,Uttar Pradesh,222,LALARAM VERMA,,Swatantra Jantaraj Party,Swatantra Jantaraj Party,12th Pass,42,178064,0,178064,0,M
4498,Uttar Pradesh,222,OM PRAKASH AHIRWAR,,IND,Independent,10th Pass,43,30330,0,30330,0,M
4499,Uttar Pradesh,222,OMVEER SINGH KUSHWAH,,RLD,Rashtriya Lok Dal,Graduate,47,1675000,0,1675000,0,M
4500,Uttar Pradesh,222,PAVAN YADAV,,Sarv Sambhaav Party,Sarv Sambhaav Party,Graduate,32,6382100,1600000,4782100,0,M
4501,Uttar Pradesh,222,"RAJEEV SINGH PARICHHA",,BJP,Bharatiya Janata Party,10th Pass,40,65312895,2590863,62722032,0,M
4502,Uttar Pradesh,222,RAM SEVAK SHARMA BRAHMCHARI,,Rashtriya Sarvajan Party,Rashtriya Sarvajan Party,Post Graduate,71,2581250,0,2581250,0,M
4503,Uttar Pradesh,222,ROHINDRA KUMAR,,IND,Independent,12th Pass,25,255560,0,255560,0,M
4504,Uttar Pradesh,222,YASHPAL SINGH YADAV,,SP,Samajwadi Party,Post Graduate,33,93868999,33422252,60446747,0,M
4505,Uttar Pradesh,177,CHANDIKA,,Rashtriya Jan Adhikar Party,Rashtriya Jan Adhikar Party,5th Pass,54,430000,0,430000,0,M
4506,Uttar Pradesh,177,CHANDRA KALI,,IND,Independent,12th Pass,39,3540098,59811,3480287,0,F
4507,Uttar Pradesh,177,GURU PRASAD,,IND,Independent,Literate,47,2910714,0,2910714,0,M
4508,Uttar Pradesh,177,HARISHCHANDRA,,IND,Independent,Literate,,121000,0,121000,0,M
4509,Uttar Pradesh,177,MANJU DEVI,,Manavtawadi Samaj Party,Manavtawadi Samaj Party,Literate,,951366,0,951366,0,F
4510,Uttar Pradesh,177,RAM LAKHAN,,IND,Independent,Graduate,42,255000,0,255000,0,M
4511,Uttar Pradesh,177,RAM LAL AKELA,,RLD,Rashtriya Lok Dal,12th Pass,62,17556700,1160000,16396700,3,M
4512,Uttar Pradesh,177,RAM NARESH,,Peace Party,Peace Party,Graduate,35,495100,0,495100,0,M
4513,Uttar Pradesh,177,RAM NARESH RAWAT,,BJP,Bharatiya Janata Party,Post Graduate,52,26402531,4749720,21652811,0,M
4514,Uttar Pradesh,177,SANT SHARAN,,IND,Independent,Graduate,39,3659386,160000,3499386,0,M
4515,Uttar Pradesh,177,SATYESH KUMAR,,Jan Adhikar Party,Jan Adhikar Party,12th Pass,32,694000,0,694000,0,M
